Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Datetime,,,,,
2025-05-28 13:30:00+00:00,591.72998046875,591.97998046875,591.489990234375,591.5599975585938,1454762
2025-05-28 13:31:00+00:00,591.530029296875,591.7899780273438,591.2999877929688,591.719970703125,267066
2025-05-28 13:32:00+00:00,591.8300170898438,591.8599853515625,591.4199829101562,591.5399780273438,185730
2025-05-28 13:33:00+00:00,591.75,591.8699951171875,591.6699829101562,591.8200073242188,203667
2025-05-28 13:34:00+00:00,592.0098876953125,592.0394897460938,591.760009765625,591.760009765625,242417
2025-05-28 13:35:00+00:00,591.9398803710938,592.0700073242188,591.780029296875,592.010009765625,295057
2025-05-28 13:36:00+00:00,592.0700073242188,592.0700073242188,591.8400268554688,591.9299926757812,175125
2025-05-28 13:37:00+00:00,592.0700073242188,592.1599731445312,591.89501953125,592.0800170898438,211736
2025-05-28 13:38:00+00:00,592.1400146484375,592.1799926757812,591.8800048828125,592.0700073242188,141399
2025-05-28 13:39:00+00:00,592.6199951171875,592.6500244140625,592.1300048828125,592.1300048828125,317963
2025-05-28 13:40:00+00:00,592.594970703125,592.768798828125,592.5399780273438,592.6199951171875,286001
2025-05-28 13:41:00+00:00,592.530029296875,592.5999755859375,592.3200073242188,592.5850219726562,268623
2025-05-28 13:42:00+00:00,592.5399780273438,592.5399780273438,592.5399780273438,592.5399780273438,195148
2025-05-28 13:43:00+00:00,592.5499877929688,592.614990234375,592.440673828125,592.5399780273438,158532
2025-05-28 13:44:00+00:00,592.4349975585938,592.5499877929688,592.3779907226562,592.5499877929688,192424
2025-05-28 13:45:00+00:00,592.114990234375,592.5599975585938,592.039306640625,592.4450073242188,371706
2025-05-28 13:46:00+00:00,592.1699829101562,592.22998046875,591.9199829101562,592.1099853515625,474685
2025-05-28 13:47:00+00:00,591.739990234375,592.2000122070312,591.6798706054688,592.155029296875,315803
2025-05-28 13:48:00+00:00,591.4600219726562,591.760009765625,591.385009765625,591.72998046875,266342
2025-05-28 13:49:00+00:00,591.2849731445312,591.5599975585938,591.2050170898438,591.469970703125,258756
2025-05-28 13:50:00+00:00,591.0,591.3300170898438,590.905029296875,591.288818359375,296716
