Datetime,Close,High,Low,Open,Volume,EMA20
2025-07-08 13:30:00+00:00,296.864990234375,296.9159851074219,296.864990234375,296.8800048828125,2940225.0,296.864990234375
2025-07-08 13:31:00+00:00,298.6579895019531,299.29998779296875,298.5213928222656,298.7300109863281,2135939.0,297.03575206938245
2025-07-08 13:32:00+00:00,299.1099853515625,300.3598937988281,298.3599853515625,298.66900634765625,972067.0,297.23329809625676
2025-07-08 13:33:00+00:00,299.0450134277344,299.44000244140625,298.07000732421875,299.1300048828125,559294.0,297.40584241354037
2025-07-08 13:34:00+00:00,298.19000244140625,299.3869934082031,298.010009765625,299.1199951171875,463893.0,297.4805243209562
2025-07-08 13:35:00+00:00,298.5199890136719,298.7799987792969,298.2850036621094,298.2850036621094,43419.0,297.5795209583577
2025-07-08 13:37:00+00:00,297.2349853515625,297.5447998046875,297.07000732421875,297.2699890136719,2129184.0,297.5467080434248
2025-07-08 13:38:00+00:00,296.6449890136719,297.32000732421875,296.40008544921875,297.2359924316406,640606.0,297.4608300405912
2025-07-08 13:39:00+00:00,296.0,296.7799987792969,295.6416015625,296.6000061035156,747612.0,297.3217033700587
2025-07-08 13:40:00+00:00,296.94000244140625,297.0299987792969,295.79998779296875,295.9200134277344,490661.0,297.2853509006632
2025-07-08 13:41:00+00:00,296.7200012207031,297.25,296.6300048828125,296.9119873046875,412806.0,297.2315080740004
2025-07-08 13:42:00+00:00,297.1600036621094,297.51739501953125,296.5950012207031,296.70001220703125,350106.0,297.2246981300108
2025-07-08 13:43:00+00:00,296.6300048828125,297.3900146484375,296.5700988769531,297.17999267578125,338018.0,297.1680606778967
2025-07-08 13:44:00+00:00,297.2300109863281,297.3599853515625,296.29998779296875,296.6430969238281,319848.0,297.1739607072711
2025-07-08 13:45:00+00:00,297.659912109375,297.8599853515625,297.239990234375,297.260009765625,436449.0,297.2202417931857
2025-07-08 13:46:00+00:00,297.4999084472656,297.9898986816406,297.3999938964844,297.6600036621094,307798.0,297.2468767126219
2025-07-08 13:47:00+00:00,297.2799987792969,297.6000061035156,296.79998779296875,297.45001220703125,305169.0,297.25003119516236
2025-07-08 13:48:00+00:00,297.3212890625,297.8599853515625,297.20001220703125,297.260009765625,270214.0,297.2568176587183
2025-07-08 13:49:00+00:00,297.947998046875,298.1199035644531,297.3299865722656,297.35150146484375,370426.0,297.32264436235226
2025-07-08 13:50:00+00:00,297.7510986328125,298.4200134277344,297.5979919433594,298.0,408083.0,297.3634495309675
2025-07-08 13:51:00+00:00,298.1973876953125,298.3251953125,297.5799865722656,297.7572937011719,281607.0,297.4428722132861
2025-07-08 13:52:00+00:00,298.1929931640625,298.4818115234375,298.0,298.1449890136719,292078.0,297.5143123038362
2025-07-08 13:53:00+00:00,297.9490051269531,298.3411865234375,297.6499938964844,298.20330810546875,260625.0,297.55571162032356
2025-07-08 13:54:00+00:00,298.54998779296875,298.6000061035156,297.95001220703125,297.95001220703125,330892.0,297.6504045891469
2025-07-08 13:55:00+00:00,298.5899963378906,298.75,298.29998779296875,298.5791015625,309233.0,297.73988951759867
2025-07-08 13:56:00+00:00,298.739990234375,299.04998779296875,298.4599914550781,298.56500244140625,397415.0,297.8351372049107
2025-07-08 13:57:00+00:00,298.3500061035156,298.80999755859375,298.25,298.7049865722656,253079.0,297.88417233811117
2025-07-08 13:58:00+00:00,297.7250061035156,298.3572082519531,297.5309143066406,298.33099365234375,367242.0,297.86901364910204
2025-07-08 13:59:00+00:00,297.40179443359375,297.74951171875,297.2200012207031,297.72601318359375,312406.0,297.8245165809584
2025-07-08 14:00:00+00:00,297.44659423828125,297.5,296.80999755859375,297.3699951171875,415190.0,297.78852397689394
2025-07-08 14:01:00+00:00,297.5445861816406,297.95989990234375,297.42999267578125,297.45001220703125,277110.0,297.76529180591746
2025-07-08 14:02:00+00:00,297.010009765625,297.55999755859375,296.9200134277344,297.543212890625,263651.0,297.69336018303244
2025-07-08 14:03:00+00:00,296.8125,297.0400085449219,296.6199951171875,297.0252990722656,311269.0,297.6094687370294
