Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Datetime,,,,,
2025-07-08 13:30:00+00:00,296.864990234375,296.9159851074219,296.864990234375,296.8800048828125,2940225
2025-07-08 13:31:00+00:00,298.6579895019531,299.29998779296875,298.5213928222656,298.7300109863281,2135939
2025-07-08 13:32:00+00:00,299.1099853515625,300.3598937988281,298.3599853515625,298.66900634765625,972067
2025-07-08 13:33:00+00:00,299.0450134277344,299.44000244140625,298.07000732421875,299.1300048828125,559294
2025-07-08 13:34:00+00:00,298.19000244140625,299.3869934082031,298.010009765625,299.1199951171875,463893
2025-07-08 13:35:00+00:00,298.5199890136719,298.7799987792969,298.2850036621094,298.2850036621094,43419
2025-07-08 13:37:00+00:00,297.2349853515625,297.5447998046875,297.07000732421875,297.2699890136719,2129184
2025-07-08 13:38:00+00:00,296.6449890136719,297.32000732421875,296.40008544921875,297.2359924316406,640606
2025-07-08 13:39:00+00:00,296.0,296.7799987792969,295.6416015625,296.6000061035156,747612
2025-07-08 13:40:00+00:00,296.94000244140625,297.0299987792969,295.79998779296875,295.9200134277344,490661
2025-07-08 13:41:00+00:00,296.7200012207031,297.25,296.6300048828125,296.9119873046875,412806
2025-07-08 13:42:00+00:00,297.1600036621094,297.51739501953125,296.5950012207031,296.70001220703125,350106
2025-07-08 13:43:00+00:00,296.6300048828125,297.3900146484375,296.5700988769531,297.17999267578125,338018
2025-07-08 13:44:00+00:00,297.2300109863281,297.3599853515625,296.29998779296875,296.6430969238281,319848
2025-07-08 13:45:00+00:00,297.659912109375,297.8599853515625,297.239990234375,297.260009765625,436449
2025-07-08 13:46:00+00:00,297.4999084472656,297.9898986816406,297.3999938964844,297.6600036621094,307798
2025-07-08 13:47:00+00:00,297.2799987792969,297.6000061035156,296.79998779296875,297.45001220703125,305169
2025-07-08 13:48:00+00:00,297.3212890625,297.8599853515625,297.20001220703125,297.260009765625,270214
2025-07-08 13:49:00+00:00,297.947998046875,298.1199035644531,297.3299865722656,297.35150146484375,370426
2025-07-08 13:50:00+00:00,297.7510986328125,298.4200134277344,297.5979919433594,298.0,408083
2025-07-08 13:51:00+00:00,298.1973876953125,298.3251953125,297.5799865722656,297.7572937011719,281607
2025-07-08 13:52:00+00:00,298.1929931640625,298.4818115234375,298.0,298.1449890136719,292078
2025-07-08 13:53:00+00:00,297.9490051269531,298.3411865234375,297.6499938964844,298.20330810546875,260625
2025-07-08 13:54:00+00:00,298.54998779296875,298.6000061035156,297.95001220703125,297.95001220703125,330892
2025-07-08 13:55:00+00:00,298.5899963378906,298.75,298.29998779296875,298.5791015625,309233
2025-07-08 13:56:00+00:00,298.739990234375,299.04998779296875,298.4599914550781,298.56500244140625,397415
2025-07-08 13:57:00+00:00,298.3500061035156,298.80999755859375,298.25,298.7049865722656,253079
2025-07-08 13:58:00+00:00,297.7250061035156,298.3572082519531,297.5309143066406,298.33099365234375,367242
2025-07-08 13:59:00+00:00,297.40179443359375,297.74951171875,297.2200012207031,297.72601318359375,312406
2025-07-08 14:00:00+00:00,297.44659423828125,297.5,296.80999755859375,297.3699951171875,415190
2025-07-08 14:01:00+00:00,297.5445861816406,297.95989990234375,297.42999267578125,297.45001220703125,277110
2025-07-08 14:02:00+00:00,297.010009765625,297.55999755859375,296.9200134277344,297.543212890625,263651
2025-07-08 14:03:00+00:00,296.8125,297.0400085449219,296.6199951171875,297.0252990722656,311269
2025-07-08 14:04:00+00:00,297.4100036621094,297.44989013671875,296.7799987792969,296.8214111328125,234998
2025-07-08 14:05:00+00:00,296.85009765625,297.4375915527344,296.70001220703125,297.37750244140625,271295
2025-07-08 14:06:00+00:00,296.84490966796875,297.3999938964844,296.8299865722656,296.8550109863281,247369
2025-07-08 14:07:00+00:00,296.8103942871094,296.96990966796875,296.4599914550781,296.8340148925781,282876
2025-07-08 14:08:00+00:00,296.701904296875,296.8800048828125,296.5700988769531,296.8114929199219,157363
2025-07-08 14:09:00+00:00,296.8900146484375,297.1400146484375,296.6700134277344,296.69000244140625,217926
2025-07-08 14:10:00+00:00,297.0245056152344,297.17999267578125,296.8599853515625,296.9049987792969,213712
2025-07-08 14:11:00+00:00,297.2250061035156,297.2900085449219,296.7349853515625,297.0299987792969,208305
2025-07-08 14:12:00+00:00,297.6560974121094,297.8900146484375,297.1600036621094,297.20001220703125,341614
2025-07-08 14:13:00+00:00,297.54998779296875,297.69000244140625,297.2200012207031,297.6600036621094,170493
2025-07-08 14:14:00+00:00,297.82598876953125,297.989990234375,297.42999267578125,297.56048583984375,242951
2025-07-08 14:15:00+00:00,297.87359619140625,298.04998779296875,297.69000244140625,297.8500061035156,270935
2025-07-08 14:16:00+00:00,298.1600036621094,298.2300109863281,297.80010986328125,297.8999938964844,283456
2025-07-08 14:17:00+00:00,298.0199890136719,298.2919921875,297.95001220703125,298.159912109375,221868
2025-07-08 14:18:00+00:00,297.8080139160156,298.20001220703125,297.7904052734375,298.0450134277344,196951
2025-07-08 14:19:00+00:00,297.9599914550781,298.0,297.70001220703125,297.8399963378906,176452
2025-07-08 14:20:00+00:00,298.44000244140625,298.5799865722656,297.9649963378906,297.9700012207031,352348
2025-07-08 14:21:00+00:00,298.839111328125,298.8800048828125,298.2300109863281,298.44000244140625,293014
2025-07-08 14:22:00+00:00,299.0950012207031,299.5,298.7900085449219,298.82000732421875,468111
2025-07-08 14:23:00+00:00,298.8536071777344,299.2699890136719,298.79998779296875,299.1099853515625,280196
2025-07-08 14:24:00+00:00,299.0469055175781,299.1499938964844,298.6300048828125,298.8699951171875,291334
2025-07-08 14:25:00+00:00,299.17919921875,299.2200012207031,298.5,299.0450134277344,292445
2025-07-08 14:26:00+00:00,299.20001220703125,299.5,299.0,299.19000244140625,334179
2025-07-08 14:27:00+00:00,299.3500061035156,299.3794860839844,299.0,299.20001220703125,228036
2025-07-08 14:28:00+00:00,299.260009765625,299.45001220703125,298.82000732421875,299.3599853515625,288378
2025-07-08 14:29:00+00:00,298.92999267578125,299.2782897949219,298.79998779296875,299.2782897949219,205376
2025-07-08 14:30:00+00:00,299.8312072753906,299.8597106933594,298.8601989746094,298.95001220703125,416289
2025-07-08 14:31:00+00:00,301.12060546875,301.1700134277344,299.75,299.8500061035156,1050148
2025-07-08 14:32:00+00:00,301.67010498046875,301.739990234375,301.1200866699219,301.1274108886719,633787
2025-07-08 14:33:00+00:00,301.0090026855469,301.7349853515625,300.92999267578125,301.6700134277344,480123
2025-07-08 14:34:00+00:00,301.3999938964844,301.489990234375,300.9012145996094,301.0199890136719,367569
2025-07-08 14:35:00+00:00,302.1099853515625,302.1700134277344,301.17999267578125,301.4100036621094,633033
2025-07-08 14:36:00+00:00,302.2900085449219,302.29998779296875,301.7200012207031,302.1400146484375,484011
2025-07-08 14:37:00+00:00,302.6431884765625,302.7499084472656,302.2699890136719,302.2860107421875,468441
2025-07-08 14:38:00+00:00,302.8299865722656,302.8999938964844,302.20001220703125,302.63031005859375,517702
2025-07-08 14:39:00+00:00,303.08990478515625,303.2799987792969,302.6600036621094,302.8500061035156,547614
2025-07-08 14:40:00+00:00,303.2817077636719,303.4700012207031,302.93011474609375,303.1000061035156,454597
2025-07-08 14:41:00+00:00,303.489990234375,303.69000244140625,303.20001220703125,303.32861328125,475207
2025-07-08 14:42:00+00:00,303.693603515625,304.0494079589844,303.4599914550781,303.4648132324219,554158
2025-07-08 14:43:00+00:00,303.78350830078125,303.94000244140625,303.20001220703125,303.7099914550781,552378
2025-07-08 14:44:00+00:00,302.97601318359375,303.8399963378906,302.8999938964844,303.7940979003906,494138
2025-07-08 14:45:00+00:00,302.7950134277344,303.0199890136719,301.9100036621094,302.9750061035156,752338
2025-07-08 14:46:00+00:00,303.6275939941406,303.6400146484375,302.5,302.760009765625,483324
2025-07-08 14:47:00+00:00,302.8999938964844,303.6700134277344,302.8399963378906,303.5985107421875,305681
2025-07-08 14:48:00+00:00,301.8500061035156,303.0660095214844,301.80999755859375,302.90948486328125,416373
2025-07-08 14:49:00+00:00,301.8500061035156,302.2900085449219,301.75,301.92999267578125,375738
2025-07-08 14:50:00+00:00,302.0400085449219,302.3500061035156,301.5799865722656,301.80999755859375,377783
2025-07-08 14:51:00+00:00,302.3023986816406,302.6400146484375,301.75,302.0231018066406,305539
2025-07-08 14:52:00+00:00,301.6000061035156,302.4599914550781,301.3699951171875,302.2200012207031,414894
2025-07-08 14:53:00+00:00,302.010009765625,302.20001220703125,301.3599853515625,301.510009765625,240526
2025-07-08 14:54:00+00:00,301.6700134277344,302.3992004394531,301.6499938964844,302.0400085449219,220433
2025-07-08 14:55:00+00:00,301.1600036621094,301.9800109863281,301.1449890136719,301.67999267578125,287818
2025-07-08 14:56:00+00:00,301.1700134277344,301.30950927734375,300.8999938964844,301.1199951171875,381194
2025-07-08 14:57:00+00:00,301.57000732421875,301.5799865722656,300.80999755859375,301.2398986816406,354629
2025-07-08 14:58:00+00:00,301.989990234375,302.09991455078125,301.38018798828125,301.5299987792969,324561
2025-07-08 14:59:00+00:00,302.2449951171875,302.3599853515625,302.0,302.0075988769531,279580
2025-07-08 15:00:00+00:00,302.6080017089844,302.69000244140625,302.0,302.2099914550781,324344
2025-07-08 15:01:00+00:00,302.5899963378906,302.7300109863281,302.3753967285156,302.6199951171875,204646
2025-07-08 15:02:00+00:00,302.0539855957031,302.7799072265625,301.8999938964844,302.6129150390625,242142
2025-07-08 15:03:00+00:00,301.760009765625,302.1499938964844,301.6099853515625,302.06500244140625,248535
2025-07-08 15:04:00+00:00,301.6000061035156,301.7705993652344,301.3299865722656,301.69989013671875,225271
2025-07-08 15:05:00+00:00,301.8299865722656,301.8999938964844,301.35009765625,301.6000061035156,233457
