Datetime,Close,High,Low,Open,Volume,EMA20,Prob_Pos_finbert,Prob_Neu_finbert,Prob_Neg_finbert,Prob_Pos_roberta,Prob_Neu_roberta,Prob_Neg_roberta,Prob_Pos_distilbert,Prob_Neu_distilbert,Prob_Neg_distilbert,Sentiment_Avg,Sentiment_Disagreement,Return,Label
2025-07-07 13:30:00+00:00,294.4088134765625,294.7088928222656,291.0299987792969,291.3699951171875,13561301.0,294.4088134765625,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,-0.00869134093789814,0
2025-07-07 13:31:00+00:00,291.8500061035156,294.44000244140625,290.6300048828125,294.3109130859375,1281027.0,294.1651175362723,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,-0.0006164163758251018,0
2025-07-07 13:38:00+00:00,291.67010498046875,292.260009765625,291.54998779296875,292.06988525390625,8528128.0,293.9274972928624,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,-0.001680365235649739,0
2025-07-07 13:39:00+00:00,291.17999267578125,291.77178955078125,290.9599914550781,291.6907958984375,875214.0,293.6658301864737,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,0.002901989291702378,1
2025-07-07 13:40:00+00:00,292.0249938964844,292.239990234375,290.8399963378906,291.1499938964844,731584.0,293.5095600636176,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,0.0006506376008130754,1
2025-07-07 13:41:00+00:00,292.2149963378906,292.4599914550781,291.8340148925781,292.0400085449219,576074.0,293.386268280215,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,-0.0008897892609328606,0
2025-07-07 13:42:00+00:00,291.9549865722656,292.54998779296875,291.8299865722656,292.212890625,628573.0,293.2499557366008,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,-0.0005137569261802755,0
2025-07-07 13:43:00+00:00,291.80499267578125,292.0,291.385009765625,291.9549865722656,432143.0,293.1123402069989,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,-0.0018847785568214537,0
2025-07-07 13:44:00+00:00,291.2550048828125,291.83599853515625,291.07000732421875,291.83599853515625,552683.0,292.93545112850495,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,-0.0031416062542514167,0
2025-07-07 13:45:00+00:00,290.3399963378906,291.3900146484375,290.1199951171875,291.25,991667.0,292.68826495797026,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,0.0009988584024929192,1
2025-07-07 13:46:00+00:00,290.6300048828125,291.1736145019531,290.239990234375,290.2900085449219,620296.0,292.4922401889076,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,-0.0018925035313152039,0
2025-07-07 13:47:00+00:00,290.0799865722656,290.625,290.010009765625,290.625,696410.0,292.2625017492274,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,0.0008274295472407989,1
2025-07-07 13:48:00+00:00,290.32000732421875,290.760009765625,289.8900146484375,290.05999755859375,1114056.0,292.077502280179,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,0.001756610757719379,1
2025-07-07 13:49:00+00:00,290.8299865722656,291.3500061035156,290.1903076171875,290.2900085449219,712629.0,291.9586912603777,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,0.0010831154143315924,1
2025-07-07 13:50:00+00:00,291.1449890136719,291.2850036621094,290.5,290.8275146484375,507285.0,291.88119580831045,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,-0.0008929545685385509,0
2025-07-07 13:51:00+00:00,290.885009765625,291.45001220703125,290.7200012207031,291.164794921875,602441.0,291.7863209471023,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,-0.0009110632708472233,0
2025-07-07 13:52:00+00:00,290.6199951171875,290.9270935058594,290.239990234375,290.885009765625,547283.0,291.6752422966342,0.9999990463256836,8.598082104072091e-07,1.0629517532834144e-07,0.0194095820188522,0.3013193309307098,0.6792711615562439,0.0016127824783325,0.0,0.9983872175216676,0.34034047027428943,0.5713503821973747,-0.0025789044586200793,0
