Datetime,Close,High,Low,Open,Volume,EMA20
2025-05-28 13:30:00+00:00,591.72998046875,591.97998046875,591.489990234375,591.5599975585938,1454762.0,591.72998046875
2025-05-28 13:31:00+00:00,591.530029296875,591.7899780273438,591.2999877929688,591.719970703125,267066.0,591.7109375
2025-05-28 13:32:00+00:00,591.8300170898438,591.8599853515625,591.4199829101562,591.5399780273438,185730.0,591.7222784133185
2025-05-28 13:33:00+00:00,591.75,591.8699951171875,591.6699829101562,591.8200073242188,203667.0,591.7249185644309
2025-05-28 13:34:00+00:00,592.0098876953125,592.0394897460938,591.760009765625,591.760009765625,242417.0,591.7520584816577
2025-05-28 13:35:00+00:00,591.9398803710938,592.0700073242188,591.780029296875,592.010009765625,295057.0,591.7699462806517
2025-05-28 13:36:00+00:00,592.0700073242188,592.0700073242188,591.8400268554688,591.9299926757812,175125.0,591.7985235228962
2025-05-28 13:37:00+00:00,592.0700073242188,592.1599731445312,591.89501953125,592.0800170898438,211736.0,591.8243791230221
2025-05-28 13:38:00+00:00,592.1400146484375,592.1799926757812,591.8800048828125,592.0700073242188,141399.0,591.8544396492522
2025-05-28 13:39:00+00:00,592.6199951171875,592.6500244140625,592.1300048828125,592.1300048828125,317963.0,591.9273496938174
2025-05-28 13:40:00+00:00,592.594970703125,592.768798828125,592.5399780273438,592.6199951171875,286001.0,591.9909326470848
2025-05-28 13:41:00+00:00,592.530029296875,592.5999755859375,592.3200073242188,592.5850219726562,268623.0,592.0422751851601
2025-05-28 13:42:00+00:00,592.5399780273438,592.5399780273438,592.5399780273438,592.5399780273438,195148.0,592.0896754558443
2025-05-28 13:43:00+00:00,592.5499877929688,592.614990234375,592.440673828125,592.5399780273438,158532.0,592.1335147260465
2025-05-28 13:44:00+00:00,592.4349975585938,592.5499877929688,592.3779907226562,592.5499877929688,192424.0,592.1622273767654
2025-05-28 13:45:00+00:00,592.114990234375,592.5599975585938,592.039306640625,592.4450073242188,371706.0,592.1577286012996
2025-05-28 13:46:00+00:00,592.1699829101562,592.22998046875,591.9199829101562,592.1099853515625,474685.0,592.1588956783336
2025-05-28 13:47:00+00:00,591.739990234375,592.2000122070312,591.6798706054688,592.155029296875,315803.0,592.1189999217661
2025-05-28 13:48:00+00:00,591.4600219726562,591.760009765625,591.385009765625,591.72998046875,266342.0,592.0562401170889
2025-05-28 13:49:00+00:00,591.2849731445312,591.5599975585938,591.2050170898438,591.469970703125,258756.0,591.9827861197025
2025-05-28 13:50:00+00:00,591.0,591.3300170898438,590.905029296875,591.288818359375,296716.0,591.8891874416356
2025-05-28 13:51:00+00:00,591.239990234375,591.260009765625,590.9199829101562,591.010009765625,251838.0,591.8273591361823
2025-05-28 13:52:00+00:00,591.3200073242188,591.4349975585938,591.2498779296875,591.25,260523.0,591.7790399159953
2025-05-28 13:53:00+00:00,591.0599975585938,591.4099731445312,591.0499877929688,591.3200073242188,322172.0,591.7105596914809
2025-05-28 13:54:00+00:00,591.1199951171875,591.1400146484375,590.9500122070312,591.0700073242188,190293.0,591.6543154463101
2025-05-28 13:55:00+00:00,591.0599975585938,591.22998046875,591.0599975585938,591.1300048828125,116878.0,591.597713742718
2025-05-28 13:56:00+00:00,591.0999755859375,591.1900024414062,590.8800048828125,591.0499877929688,149855.0,591.5503101087389
2025-05-28 13:57:00+00:00,590.7100219726562,591.1300048828125,590.5399780273438,591.1099853515625,242113.0,591.4702826672072
2025-05-28 13:58:00+00:00,590.9650268554688,591.0,590.7000122070312,590.719970703125,160985.0,591.4221630660893
