Datetime,Engagement_Weight,Prob_Pos_finbert,Prob_Neu_finbert,Prob_Neg_finbert,Prob_Pos_roberta,Prob_Neu_roberta,Prob_Neg_roberta,Prob_Pos_distilbert,Prob_Neu_distilbert,Prob_Neg_distilbert,Prob_Pos_Weighted,Prob_Neu_Weighted,Prob_Neg_Weighted,Sentiment_Confidence,Total_Weight,Ticker,Source,Source_Type,Sentiment_Score,Sentiment_MA_6h,Sentiment_MA_24h,Sentiment_Velocity_1h,Sentiment_Velocity_6h,Sentiment_Acceleration,Sentiment_Momentum,Sentiment_Volatility
2025-07-10 18:41:00+00:00,1.0,8.676227025716798e-07,0.9999973773956299,1.7902810895975563e-06,0.3020792007446289,0.6642162203788757,0.03370458632707596,0.012053072452545166,0.0,0.9879469275474548,0.07611893479598619,0.4427322396636009,0.18114883724964329,0.6324746280908585,0.7,AAPL,,news,-0.10502990245365709,-0.10502990245365709,-0.10502990245365709,,,,,
2025-07-12 13:01:54+00:00,1.0,9.471410885453224e-05,0.000531715399120003,0.9993736147880554,0.43024560809135437,0.5428851842880249,0.02686922624707222,0.12027114629745483,0.0,0.8797288537025452,0.12648414453491566,0.13315575046231967,0.44036012196913366,0.6290858885273338,0.7,AAPL,,news,-0.313875977434218,-0.20945293994393754,-0.20945293994393754,,,,,0.14767647584294882
2025-07-14 19:34:00+00:00,1.0,2.3617516831109242e-07,0.9999997615814209,3.488311151045309e-08,0.27379468083381653,0.5971257090568542,0.129079669713974,0.9865520000457764,0.0,0.013447999954223633,0.23972636294134303,0.4262957319617271,0.033977928839183984,0.6089939028024673,0.7,AAPL,,news,0.20574843410215904,-0.07105248192857201,-0.07105248192857201,,,,,0.2614731938369312
